n_policy,pack_PPO_Ant1_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant2_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant3_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant4_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant7_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant8_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant9_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant17_norm_from_mean_worsening_to_improvement_reward_diff,pack_PPO_Ant18_norm_from_mean_worsening_to_improvement_reward_diff
225,0.0,0.0428795760517536,0.301247902206715,0.5681408596952163,0.1910133059464399,0.026029188352353,0.2242958721528287,0.3264205755811492,0.1446073039510417
226,0.0012951035718016,0.0110334741219974,0.3200882667012962,0.1279954029349775,0.2366117011742739,0.0,0.1353996201525138,0.2548553919298055,0.1948693740652271
227,0.0,0.0,0.295892295536833,0.0794903947696218,0.2059582048951687,0.0,0.101256456205248,0.3135604450285268,0.0949136357789475
228,0.0131368192118123,0.0,0.3160560971078693,0.2516213821078689,0.1995113358985348,0.0,0.0600689576890776,0.3455853244980237,0.0
229,0.0977040212705193,0.0,0.2193023905810903,0.47710802894687,0.1794917715299702,0.0,0.1110874919701684,0.3856610865074944,0.0909771137504709
230,0.0464959077093574,0.0,0.176486757627687,0.460703068495151,0.1277444355863062,0.0,0.0965889388023005,0.3327597411036374,0.2112930811618066
231,0.0851831736586349,0.0521725195998161,0.1497165153509722,0.6891989600954291,0.1798282982883,0.0,0.0,0.3055940318074892,0.1186153553351792
232,0.0820733103398874,0.0697947323670131,0.0586488334446457,0.4172128677891072,0.1898228914979756,0.0416449480790861,0.0,0.2805230684679448,0.0599529858378036
233,0.148121037344145,0.0473772588269583,0.0957180239430809,0.1696791035059584,0.1581137631223818,0.0991051831484307,0.0309891147651,0.2974477808944292,0.053564681007149
234,0.0846295992847193,0.0553159385812765,0.129586235136023,0.0,0.1664375431166897,0.178385054918228,0.0243410646589047,0.1511694961914912,0.0
235,0.0100565535027208,0.0503968241472106,0.2887246105317972,0.0,0.1265497354307447,0.107397564623022,0.0111680774161478,0.1768292265500236,0.0
236,0.002780107642545,0.0381437421825915,0.2803220846285863,0.0690339966875185,0.132545111901618,0.1044871180811396,0.0484390339930048,0.072549203206233,0.0
237,0.0,0.0036331588860552,0.2725495008981107,0.2726120028810281,0.121603476354127,0.1283090922339131,0.1213612084199761,0.0435897339438359,0.0
238,0.0311162638053836,0.0127056893015748,0.3365840506664668,0.0884374906544209,0.1486623677584722,0.162239180762993,0.2118103425379675,0.0620676838283749,0.0
239,0.0862016661186643,0.0062773293093291,0.3464671195938,0.1955459967006314,0.1067528601419066,0.2112191153081155,0.3327876329381821,0.0,0.0
240,0.0581304520401972,0.0,0.3015217857470411,0.0,0.1118143528867733,0.1320648899937714,0.3619674619092723,0.0,0.198538502053372
241,0.0574494038551632,0.0423128886403236,0.2535918688443946,0.080436025248068,0.1316720661306909,0.1273218486863336,0.3134451242702769,0.0071335999640772,0.2042825010529971
242,0.0671628023710605,0.0172500106060303,0.2845833077351772,0.0,0.0948821920244877,0.072624630838799,0.2596342639647866,0.0,0.160891654558578
243,0.0057734912071136,0.0046020298645626,0.1533812801816505,0.0,0.0638289652023243,0.1188892771944728,0.4551726660346391,0.0920721298858365,0.1724617144936387
244,0.0,0.0191400689087214,0.1403985126394315,0.0,0.0012153690529022,0.0768734217082454,0.3463489134294409,0.0251826488636418,0.2650035094704475
245,0.0,0.0,0.1055534862437913,0.0,0.0743980959020703,0.0366940179246663,0.2121715218700802,0.0,0.1279650063236794
246,0.0114239999258152,0.0876968218367738,0.1521608665157045,0.0,0.1281886881515136,0.0712884444727642,0.0045775158341487,0.0,0.1148636626753689
247,0.0,0.0825105579140965,0.0897208887938023,0.0848219929951241,0.1313819171610304,0.0821072307970926,0.0,0.0,0.0204046766498915
248,0.0,0.0230698647839095,0.0,0.0208660512022967,0.1972871949060954,0.0878154634388571,0.1058712470354934,0.0191924927205973,0.0061791384753862
249,0.0474815933460338,0.0,0.0991956138303966,0.0,0.2015893634737731,0.1325716875968023,0.2177475224392416,0.1086934847624866,0.0
250,0.0,0.0142705555522418,0.1266575492700848,0.0510693091032051,0.1813356676126459,0.0925357022496351,0.2269747032358387,0.0587666440612502,0.0
251,0.1030684942154138,0.0,0.1840449637451037,0.0,0.2211280237892976,0.0970682492783402,0.198159094028336,0.0659638642741025,0.0
252,0.0,0.0,0.2348612162563736,0.0767255956648418,0.2958284145265975,0.0267739797412705,0.1900881734684346,0.0261766140591961,0.0
253,0.0157507229009248,0.0,0.0777448555360274,0.0,0.2828618408128922,0.0,0.1618755358674071,0.0682662511612703,0.0
254,0.0797286875257967,0.0,0.1804816706923628,0.0267490026984899,0.1964085340951565,0.0,0.3781127575934562,0.0386418449456571,0.0
255,0.0902387506109296,0.0078926939306801,0.2648700387715526,0.02086397412636,0.2221260142116955,0.0,0.5784563611881927,0.0,0.0
256,0.06914272981029,0.0,0.2689851502141069,0.0,0.2022866178513692,0.0986104742579814,0.5204204966393104,0.0522586467950983,0.0
257,0.0608869365131,0.0242271938255528,0.2170450226207259,0.0,0.2871409544176076,0.0642047837034641,0.5137917670382164,0.0927608079987334,0.0
258,0.0666316946933974,0.0,0.2180263298817601,0.009162343942592,0.3700982050832496,0.0244211865953226,0.5766228349917588,0.1224584242005383,0.0815536453234917
259,0.0830726278190591,0.0,0.2145984003891325,0.0,0.3044054734890374,0.0,0.4059694165173031,0.1004622909301825,0.0354435795749273
260,0.1576830900632386,0.0,0.2576279405402141,0.0,0.2540084256871209,0.0,0.4385762983267613,0.1660345170036456,0.0396025341399941
261,0.1099539638259699,0.0,0.2293502209885511,0.0,0.3467444681571937,0.0,0.3475990988604056,0.2011653366638478,0.107752559659159
262,0.1524481744165469,0.0,0.1891738733606789,0.1461947059156376,0.3606038514843994,0.0079819512575965,0.2692479499952523,0.2535277290627879,0.2101724029957462
263,0.1093363051469986,0.0096073265910657,0.1212921075336573,0.0764176994672799,0.3276048032014395,0.0517168277385532,0.2772435786299048,0.2266271914759758,0.1577538968165226
264,0.0906646380464793,0.0208593453162143,0.2107958420759546,0.0278975025520514,0.3013617647608063,0.029552029584874,0.3103886511754128,0.234799479842861,0.1415556626321738
265,0.0972996238197101,0.0,0.2573270724187128,0.0240459980968415,0.2139909067687856,0.0287810205262582,0.0191892888947101,0.2210910279860437,0.1451937290882428
266,0.1374610273561692,0.0336318680434513,0.2839245468361534,0.040698060649699,0.1679987641973265,0.1130855518684014,0.1302435965486064,0.1877185234422443,0.1014440701520799
267,0.1356877867841878,0.0305778828685228,0.2989037313632826,0.0,0.1439435574700229,0.2006779576508456,0.1546879165331564,0.2917294763378233,0.209704022157009
268,0.1716511087851736,0.0531995929792181,0.2366391434965865,0.0,0.1421882921665669,0.2991174211355331,0.2686249269902038,0.1955148239280877,0.0514171180784516
269,0.2603651763243605,0.0,0.3065083323691162,0.0258228272240187,0.0923702697055071,0.1827371785511569,0.2539636604522057,0.2620010234778417,0.0311322835483272
270,0.1470508270595757,0.0406505878591035,0.3060722915839278,0.0,0.1088531877011123,0.2298876316706262,0.146130007070882,0.2133015868555269,0.0588762304527743
271,0.125656492523483,0.0122306930201573,0.3548318692405515,0.0590068920210659,0.093176531101985,0.1941601064097168,0.132025997495306,0.2617535160055059,0.1653280347287647
272,0.1068532143435845,0.0723832107379131,0.3036449540604401,0.0711899283304873,0.0708437346377205,0.3001132614997671,0.1580536423483334,0.1967647908328721,0.0980825217657471
273,0.110461269418146,0.0770037170608598,0.3842327620728838,0.1875544948728284,0.0668268670903412,0.2763828308434842,0.0,0.1291239558346333,0.0322643271562559
274,0.1270903987626564,0.091557850860573,0.3748454255876361,0.1115917618922201,0.1793874759857578,0.221379864018066,0.1195989272490714,0.1920549129440796,0.0
275,0.2364827162143205,0.1032262391339373,0.2913502768930635,0.1597113175245367,0.3112789195494699,0.1897076954257108,0.0,0.1448405067891226,0.0
276,0.1418935157991358,0.1131962254747926,0.2564460717848074,0.1183461675403584,0.2741144057362319,0.2784862503330305,0.0284275999528073,0.1725822942419429,0.0
277,0.1529893377678486,0.1193924636839413,0.225366772208522,0.0370796472202457,0.1688049625032275,0.2863694980044611,0.0549558092825045,0.1327396861266691,0.0162198969190034
278,0.0836984396968789,0.1259817036554259,0.1242801521050214,0.0509226179598076,0.3314158939646287,0.1921692774480696,0.1370687455805278,0.1306563590747831,0.0011519926394856
279,0.1270257646900663,0.0806108414284503,0.0689280222391224,0.1081620810810398,0.3528306608517006,0.255590828339696,0.0,0.0793883704135573,0.0244332866945257
280,0.0199654433747712,0.1008234335076716,0.1158024264161958,0.0786565008453404,0.4219907506102445,0.2560918397303532,0.0,0.0836788450897359,0.0017651253840047
281,0.052655453796843,0.108127685451698,0.290157912977623,0.2211695050983639,0.3751057636876214,0.3358800655286255,0.0,0.1093138872446785,0.0587151255115769
282,0.0,0.0825569573837997,0.2453259820282562,0.2158711046550646,0.4827801213707512,0.4012987212275278,0.0,0.1631442631867168,0.0636121639494317
283,0.0,0.0471709355777497,0.0664120143158774,0.2205485176667234,0.3991565694603742,0.2085347396995113,0.0047779138194489,0.1645945724437436,0.0464690739519264
284,0.0126450267879734,0.0570689125056489,0.0,0.1516779393081934,0.282428654185742,0.16511012528469,0.0,0.2216478321058704,0.0805293573589897
285,0.0,0.0,0.075807276800429,0.1364884311647678,0.188184496439912,0.1212399972502086,0.0412669302958727,0.2362185042765979,0.0390731476287028
286,0.0,0.0947694585258118,0.0,0.0615581001961204,0.1584446519891007,0.0621825201425774,0.0,0.2070819348177034,0.0244367751944763
287,0.0173683865204249,0.1479896381543234,0.0,0.0135880140876337,0.0519717545990442,0.0631909224587472,0.0,0.2116092789226148,0.0
288,0.0234377689120466,0.2680787531324254,0.0,0.0511783168631693,0.0550591609878824,0.0,0.0,0.2315231392794028,0.0
289,0.0514299751149726,0.2406968057701416,0.0,0.0353254028508685,0.0717226097756113,0.0,0.0,0.2829743612908407,0.0016015357920633
290,0.0167165473333373,0.3671818955417463,0.0289570532250311,0.0867758483342403,0.0242751305376105,0.0,0.0070041008085085,0.2766579903510022,0.0564606710157127
291,0.0,0.3014008695895319,0.0,0.0,0.0,0.0387313605373133,0.0229996890169092,0.3627010593549272,0.0406511978870118
292,0.0,0.3901420937251078,0.0491201450807868,0.0,0.0118158177199486,0.0710645732052815,0.0262759591079735,0.3391389171651736,0.0660560317549458
293,0.0952914658667596,0.2743211933941307,0.0162575894333353,0.0,0.0,0.0187445665552422,0.0,0.238574310867121,0.1089329034077731
294,0.0366982430927984,0.2215562983489755,0.0,0.0265948185490967,0.029561103411763,0.0,0.0034292787453263,0.2370863461524311,0.0451124016486235
295,0.0390255095582417,0.2162999507427467,0.0582742427503432,0.0014336875748232,0.0,0.0674907338875432,0.0,0.1278666412080512,0.0710432266729349
296,0.1068492328813502,0.222028308950211,0.0166555756404657,0.0,0.0041389327533751,0.0,0.1220416974512116,0.0141416803719128,0.0022956899860363
297,0.1334283061942426,0.0873194030791798,0.0,0.0,0.074934621340529,0.0,0.205101484991142,0.0,0.0271927430022394
298,0.1558845571571456,0.178995936186408,0.0,0.0312439026652086,0.0202782743814037,0.0477242030498929,0.1988633601940991,0.0,0.0532401142740745
299,0.1815994475527053,0.2392935498235153,0.0,0.0095955538714826,0.0,0.0043011105065514,0.1461999798683393,0.0,0.0151901715995408
300,0.2590053985033824,0.2954917270238213,0.1681831167878991,0.0,0.0146187501820722,0.056868361971882,0.1493582404523727,0.0275408626094982,0.0565211454205402
301,0.110860232932586,0.2064154775542439,0.0898826145288032,0.0,0.0,0.0601689948535541,0.0211290893168702,0.0,0.0342631276388634
302,0.2117260564915574,0.108265865830908,0.1050736220675002,0.0,0.0,0.0,0.0521138810712357,0.0,0.1099201602104719
303,0.0583336708139171,0.0900485574065817,0.1106301265367746,0.0337190882022766,0.0,0.0166512435017596,0.0715847771911707,0.0,0.0
304,0.0,0.1610819682657073,0.0,0.0878998813516294,0.045320186062788,0.0271393866334462,0.0295950545964737,0.0182200243655295,0.0189479485557036
305,0.0,0.114960062715611,0.089620383779195,0.1181240674306515,0.0423813907330406,0.0,0.0,0.0262011186093899,0.0013829236318616
306,0.0,0.1250397351205231,0.0569198027602985,0.1103405439288804,0.1140356813815213,0.0423110770575365,0.0444782279232719,0.1291015681149202,0.0798088488584429
307,0.1129975783512649,0.1929286337253295,0.1051588339600839,0.1355034133088906,0.1349154512873192,0.0433894651669957,0.1321939452557582,0.1190974035891317,0.0501695157778579
308,0.0673275518449006,0.2172577816069948,0.0850742497130059,0.1228315897806208,0.1148760222295864,0.0690393333125299,0.0244850669313746,0.1441223151255871,0.2038108994592353
309,0.0166835511482028,0.2683901764872905,0.0861945790024564,0.0439598907771218,0.0269156031193703,0.0264094879144336,0.0184089588477979,0.1971519340369582,0.2665020124685059
310,0.0,0.3138567201818542,0.0827929011585145,0.1612559056847017,0.0,0.049347873093394,0.091914540104386,0.2573186569567005,0.1208286534882116
311,0.0,0.5658641968277667,0.2123727626764328,0.0844134342516996,0.0862906291504954,0.0688975424786392,0.0813732800990337,0.238500031092257,0.1835585990936931
312,0.13415794550496,0.5947978031480631,0.2058883446147451,0.0700960619900526,0.1093286745149464,0.0,0.0325149315379753,0.2494899308500391,0.1722525520507382
313,0.3782083726957059,0.5509170458866508,0.2973981006015824,0.0406316946990557,0.0212265382931497,0.0196782144736198,0.08154036124729,0.1981789659058808,0.0583820107866087
314,0.1973044709093654,0.6911982927952273,0.2243487720426497,0.0,0.1698402599060274,0.0199223869583869,0.0,0.2586650230739913,0.1294984956874553
315,0.2192125724111047,0.4739816842650042,0.2362061457205037,0.1211791497795224,0.1695211329842728,0.0263352036052457,0.0,0.3064177459521318,0.191767066203677
316,0.1605127929522501,0.4320865975681199,0.2567403688952948,0.01245320487077,0.2942701168744894,0.0018298921201125,0.0,0.3221738161581217,0.2826281521160846
317,0.2990596717927126,0.3051971976121523,0.2387416324119108,0.1206226671166195,0.1845545453853668,0.0468015420934836,0.0003519725436202,0.377058546292324,0.1670031969096184
318,0.2662407476907887,0.2430183771849056,0.1928483334767823,0.1397783611074715,0.2324018511365721,0.0,0.0,0.4198575248514232,0.1063904798649258
319,0.3152113931722854,0.1788276692495599,0.0651125550686333,0.1389322840319041,0.4000893689349029,0.1178965070775995,0.0,0.4188315132476635,0.0
320,0.45036178291908,0.1170547553937454,0.0400565006021582,0.0,0.2834756010757185,0.0929228045592675,0.0,0.4260904449622854,0.1033054925282383
321,0.4388753964574889,0.0538301781847874,0.0,0.0,0.300268855524427,0.0375612247424903,0.0022433310757277,0.4236203549222683,0.0300064849349757
322,0.6346367808414543,0.0969532918493514,0.0,0.0,0.3123810736623068,0.043125251487148,0.0,0.4211490599891979,0.0
323,0.5042107741676238,0.1802784516461749,0.0556549583709175,0.0622853210448469,0.4018069489519098,0.0519349850161354,0.0008192565743022,0.5558441811031809,0.078104960271643
324,0.7855418204129442,0.176690079895004,0.044961857139883,0.0851054093038336,0.3269367558704781,0.0,0.0,0.5980202205698792,0.0922946135911838
325,1.0,0.2821144124692062,0.0450963669902016,0.0,0.4503704771958606,0.0766753197901099,0.0672461623459177,0.5687706549350697,0.0205489332116682
326,0.9688946273480974,0.2486247869500741,0.0,0.0,0.4836508797846978,0.0954172814006834,0.0486869182749607,0.4994735051917437,0.2065586897042786
327,1.0,0.0138297088608047,0.0,0.1177098230366723,0.5289270987772934,0.1414698992016738,0.050650079877724,0.4597480862888998,0.1314646710373096
328,0.8973541502731572,0.0322206454649039,0.1331363495224483,0.113442658267372,0.5099920746996724,0.1530293333395889,0.0553778118482557,0.346334119532344,0.1241590567545622
329,1.0,0.0,0.1910462167054263,0.0815522968683185,0.3632406299320112,0.160649960563905,0.0132426868653532,0.3282451855402779,0.0739870916968729
330,0.7890301799395572,0.1097153198686717,0.2371146900584916,0.1317776577458065,0.4924569359835088,0.1675372684172674,0.0148134031118008,0.2635335960277751,0.0848534837050149
331,0.5730841877842814,0.232705547651267,0.3954356849261354,0.2171685482399023,0.445874511650824,0.2543709724089876,0.0129297999134146,0.3119319862733526,0.018656807570277
332,0.5712106171784407,0.2790870059371409,0.4525083988773694,0.2168391730405613,0.3120742426852141,0.2445344757489622,0.0170275749671519,0.2639113481410494,0.052235680639104
333,0.5461472597414638,0.2565582433345976,0.3866172205442101,0.6490269855175183,0.1628177229507311,0.2176888843069263,0.0309413138403888,0.2943197620098039,0.0356479013512338
334,0.4709760343367833,0.1373555298768427,0.2763633742744572,0.6442234307767088,0.058484650421941,0.2357846457122983,0.0492900185776591,0.1996072264123527,0.0523042007848456
335,0.2694176374016199,0.1964088496668694,0.2912239626284739,0.5957128417567327,0.1145939368866152,0.1674329369594674,0.0,0.1126836201950107,0.1007898574905028
336,0.2219167382091191,0.1688808683935405,0.2653437259531272,0.5187722050106912,0.1561928134494834,0.183923081297153,0.0,0.2689043476801308,0.0817820233177882
337,0.1908661959057205,0.0368795961652343,0.2330719368274656,0.4243348316274212,0.2007687364557315,0.1983203478090782,0.0596583646940553,0.2736755070152471,0.0331152765344301
338,0.0968654686946036,0.0,0.2317100534358115,0.3377641013469166,0.2061454958298813,0.1707804878451256,0.0886551068954759,0.1294935043612742,0.0019820930126112
339,0.0304948020354751,0.067161532912734,0.3240996322947242,0.2171311710294756,0.2676627395424827,0.1591610896803493,0.1444611002896508,0.1814057307860072,0.1091391977669929
340,0.2220946391198887,0.103809455024575,0.3237725813684836,0.3930415786438554,0.4020665490006844,0.1937818809605098,0.1896517525135767,0.0756498192247247,0.0850443459160688
341,0.0870537597816474,0.1211552307844651,0.324541350998641,0.2831034524170919,0.3390009637487395,0.3102983218886705,0.148802605813645,0.1056447282596596,0.2352573448571418
342,0.1023855029529678,0.2208930154506816,0.4619265875164582,0.2234301695367578,0.4292389616034101,0.1404335610995807,0.1577103744821683,0.0983884438372929,0.2070654480460485
343,0.1718664129785058,0.3753130430929451,0.4364951504516055,0.3639506509250354,0.4361118070175305,0.1824507946219248,0.1947014021638211,0.1092292246813973,0.1914455729581876
344,0.165005106915514,0.3270785601405143,0.4259158599077323,0.361495486680639,0.3248708013624194,0.227921417310849,0.1558039715745284,0.0892364645175147,0.3462375032985758
345,0.3965820708929772,0.258447511145669,0.4291544242944328,0.5795122847847888,0.3271710570047821,0.2173686351185657,0.1799103851279572,0.0212474710671904,0.2213536419000348
346,0.2203375373419833,0.1929378404707544,0.4083550673183993,0.4530731472483801,0.4607669553076367,0.2018673540459867,0.1665303380990017,0.0,0.0854652125489901
347,0.0390178160959659,0.289651505722392,0.2404562748122669,0.4185042152374119,0.2329062688500341,0.1099937812992169,0.0764973457340895,0.0306577613127173,0.1798929760447308
348,0.167998639160489,0.480295994220531,0.3196583156755562,0.4123990903361773,0.2031754145699442,0.1926656717275018,0.0,0.0,0.3305276687829614
349,0.0458921154509019,0.2783064163328841,0.3014139285042705,0.5731259980447638,0.2581016086127642,0.1877074236383779,0.0006641025737729,0.0,0.2003389564369477
350,0.0466095452189022,0.3379615391681515,0.3598851837177338,0.7618595633612958,0.1192862332819706,0.2903304694743726,0.0,0.0,0.0834636823617504
351,0.0897882639947897,0.476527070029825,0.2626543020402536,0.757925428581336,0.0406875286019048,0.4464500913547079,0.0,0.0501637755120326,0.1265607187411678
352,0.1386526823708919,0.5643459290600465,0.2473007415950376,0.7451543721553534,0.0962318219579234,0.4879338999754774,0.0218833432345372,0.0,0.238276060065544
353,0.1108246164786251,0.3075861077716333,0.243692462011029,0.4984403263915055,0.1245270159580136,0.36546068887221,0.0680643101573096,0.0912776177570378,0.3480890873957317
354,0.0,0.1987426593627882,0.0670543341820096,0.3951347762690792,0.0913292305770062,0.3997525004294182,0.0126482815405211,0.2104932343712801,0.3720554952683996
355,0.1488395251669024,0.1178554546786328,0.0645745937714446,0.5373055295270301,0.2815558622727624,0.4718117973685295,0.0633327837325932,0.0,0.5564839186721544
356,0.0,0.1798294780582345,0.0,0.4797283109208188,0.2241766805982004,0.4423712672018706,0.0,0.1148458979430819,0.4846825144827422
357,0.0,0.2218421093347988,0.0,0.505198495724785,0.4246702672540537,0.5220391455625282,0.0014970034567603,0.1889529528472111,0.5100447623687118
358,0.0202071812166841,0.3722308863295678,0.0,0.5021679000258898,0.2607779817367454,0.5543937832585716,0.0,0.1330819736016851,0.4123144425618646
359,0.0,0.3576258702896673,0.0052787172681234,0.538876157574615,0.2945482579132978,0.5210180966074173,0.0,0.0951393921445234,0.4732231315231384
360,0.1091527642186695,0.3694138048432888,0.0,0.5547164641671324,0.4183172888210779,0.4762108758666406,0.0183682230379001,0.0033083263090793,0.5514468919115705
361,0.0761573259697731,0.0481961501160386,0.0,0.798997715605416,0.2777324843359066,0.5197024430251246,0.0745451059299091,0.0282049005472898,0.5728516154724773
362,0.0057692364804333,0.2067531814737974,0.0,0.6910585859252778,0.1683080959320595,0.4503906811522909,0.0570416121352668,0.0,0.4766149255064467
363,0.0277872430534132,0.2059354135979965,0.0,0.7106623146927792,0.1233451645866929,0.4073505443259104,0.0147469790576612,0.0,0.5238746066427147
364,0.0008868997442821,0.1836207820639321,0.15765949121753,0.512215348842648,0.057795264548146,0.5287743642736435,0.0,0.0833839273676284,0.4993518502756945
365,0.0401721764911468,0.1113082433076906,0.2002823284702669,0.4896924392243836,0.1689487331104385,0.4987930609897741,0.0,0.0659686016492883,0.4971997924148439
366,0.1626986205512806,0.0757958423247754,0.1417751254787026,0.4517235186270073,0.3456369269671972,0.4373069893786014,0.0,0.0034260688431459,0.1216785495449804
367,0.0899179266748577,0.0563132005876984,0.0915105905187143,0.506177601263346,0.3854108724947142,0.3067596365031239,0.0,0.0,0.1860292955022009
368,0.1342294517797841,0.0428215959927027,0.0459469994153069,0.5169823999222445,0.3338279364291857,0.3709307660857301,0.0,0.12734402858527,0.1140966466669017
369,0.1767548193894755,0.0,0.0,0.5685067892583178,0.2746831376475429,0.3439645443847531,0.0348927721804605,0.0256073449654569,0.192331906446645
370,0.0579392469095947,0.0002428247344564,0.0194944094024252,0.5808470626538638,0.3673315023898758,0.3571926430280551,0.0330786812083938,0.0847094733344304,0.167792438713821
371,0.0,0.0,0.014477854444255,0.6933150360535723,0.4197295100411661,0.3253775717720122,0.0225489952844232,0.1213195272262317,0.2993046898192075
372,0.0,0.0,0.0511688928588151,0.6383005937503863,0.4322998116768335,0.3171845796126031,0.0251424223201916,0.1823654854082468,0.2016644998683299
373,0.0753226393104916,0.0122238053105482,0.0894945149031131,0.529621313283928,0.4752867024299018,0.2655990554610695,0.0,0.297635954085004,0.247413804112451
374,0.008377102519183,0.2293250110346666,0.1884051342682657,0.810213630295378,0.4900175326169013,0.2748432782676486,0.0,0.3262400948243407,0.3135618986875887
375,0.1125475618200797,0.1318171499771609,0.2407328864529281,0.890883399225124,0.5532292037491701,0.2041276124112724,0.0214224924314274,0.3495408438513344,0.174260859290538
376,0.1372357265892333,0.182895352643945,0.1322982642425985,0.7566565337890444,0.5613572599807184,0.1188392597310565,0.008899376939818,0.2310114033733492,0.2706872249849761
377,0.1710332227350856,0.2291728911218786,0.0922485032901748,0.694685132669067,0.4803862807105918,0.1364933563023441,0.0480234898286844,0.1634044978898809,0.313199372264813
378,0.2502711914923957,0.2036527280715866,0.0580767808966565,0.6710636429786236,0.5776482863068018,0.1212929174840964,0.0416773805725316,0.1399430197802253,0.3695115370921281
379,0.2057448118137628,0.3075220701523807,0.076880080246548,0.4022420652306896,0.5444896743483295,0.1354040714403877,0.0272548401829324,0.0546678549625707,0.4253381482453702
380,0.239376801358938,0.1165649471509785,0.1011155767183993,0.2842692735544661,0.3891561544301197,0.1356663403851548,0.1420274909594178,0.0468670430871574,0.3492519104834312
381,0.1783691498904205,0.3663362692069879,0.0,0.2393059722033048,0.2708026362878026,0.1232031907783231,0.1737775684161094,0.0178319725101859,0.1315627492132783
382,0.1845974134951727,0.3416543130757143,0.0798332539563753,0.2551460102366015,0.1149746286459773,0.2001843772420642,0.1485351445309593,0.1413729020080638,0.37225610412497
383,0.1650710110590272,0.1811993565596948,0.0125859785412867,0.2743816064464303,0.0990152748750246,0.1424587657275892,0.0968393253972335,0.0337322837482411,0.4461698715568058
384,0.1299771405494211,0.2959824661513962,0.0,0.2200413645367824,0.0251850597326178,0.1323151371884761,0.0499133265523252,0.0027690262317752,0.3278209946404595
385,0.2179416527301366,0.3296956971567013,0.0433623570724389,0.2029539707785674,0.1122537231415983,0.0769096529468254,0.0517370154771065,0.073045558429251,0.1168881121263445
386,0.2564501704718081,0.2339798585965966,0.0012596252137143,0.0975733999646072,0.0802173438889752,0.1554661193803563,0.0,0.0994750559328906,0.0602209205804878
387,0.0,0.1960238275909835,0.0439248377265069,0.2129615435827455,0.0439521269106361,0.1025096988037003,0.0,0.1516248058624657,0.2144187350175691
388,0.0,0.4157942410698486,0.045423164468583,0.1944763164628591,0.1080684847740254,0.0592857037143494,0.0601692897818731,0.1880991914214678,0.1493970821949532
389,0.0205372824815583,0.1935343096746299,0.0335727279153279,0.0778924421068452,0.0548137986757226,0.1031545036231494,0.0342728420576095,0.0418092457680363,0.1129157587867941
390,0.0910600068125232,0.1006075389864031,0.0453713266321236,0.0901362586324671,0.0,0.1314181292984724,0.0389912538199686,0.1073611642679897,0.1407195893547208
391,0.1879761342325668,0.1181565150290773,0.0,0.1780219278225995,0.0,0.1437655212227485,0.0529231948771472,0.0283613420579788,0.1087328432144612
392,0.1690921693567099,0.0741623050242387,0.015080100011561,0.1350093921166565,0.0,0.1099567259929457,0.0985789638155304,0.0,0.087684708532545
393,0.2048365077601818,0.2448605535361388,0.0,0.0780957565307161,0.0,0.0936405391521033,0.1744396260145792,0.0,0.0052388716910196
394,0.2269619418547367,0.2129851382671937,0.1236453316114481,0.0700803696688049,0.0,0.1062018169613648,0.2205455865520277,0.0577764617209044,0.0393177916401911
395,0.2982607697416531,0.2074953682313436,0.7308332651705436,0.0431857265923436,0.0282319820258826,0.1486325315572807,0.2059626866292297,0.1391839497384391,0.1862759453285595
396,0.2636560136912509,0.3578322197444145,0.7023863753360734,0.0,0.0459048487898388,0.1020132244043186,0.2380273239826532,0.0449304375308647,0.105453669434426
397,0.5946190081922031,0.1911933150827768,0.6250309720680695,0.0,0.0081635311251787,0.0397611111766973,0.2358073862043118,0.1292262739458149,0.1074102322353029
398,0.7188377496505516,0.1845799658201908,0.6259683023286564,0.0060151487440058,0.0010715382032367,0.0706069901849776,0.2128350612503754,0.0508825310597707,0.2566309884566496
399,0.7209243030314447,0.3770701443718813,0.6707765499018895,0.0,0.0032147817749579,0.0614534218242467,0.2022637517944309,0.2225736225264256,0.4848415428784618
400,0.7636083820205527,0.301723626651916,0.6570432082074479,0.0182311573048367,0.0,0.0647484257023136,0.1052742502804386,0.2037580408476404,0.5282714148513314
401,0.7292101143341847,0.2441820675856293,0.6925168481968829,0.0,0.0573278945908575,0.2186718004704687,0.0439440781401537,0.2415160093758801,0.5022249577534639
402,0.6649479974867119,0.0813280997075258,0.589654600480923,0.0,0.106719684261953,0.2338455649355193,0.0,0.288886680315254,0.4528260069493938
403,0.6094156429861463,0.0,0.5970926492403881,0.0,0.0735878391885192,0.2404452971292189,0.0,0.299752502330723,0.3900330460790386
404,0.6752565060396283,0.0,0.5790846056520449,0.0160365364383675,0.0854090898302538,0.2761494421793606,0.0,0.300878924022301,0.3725569441223343
405,0.7217939312669719,0.0,0.5563957151534328,0.0593537902076065,0.0746811453534425,0.2519745264806715,0.0186108952471429,0.1643296366406097,0.5562852485349132
